# Fable TLC RTTI class dump (Steam Fable.exe, image base 0x400000)
# Source: fabletlcmod.com forum th=9198 (EternalNoob, 2012), goto=66825
# 2090 classes. Columns: VFT<TAB>flags<TAB>class<TAB>bases<TAB>rtti_kind
# rtti_kind: SI single / MI multiple / VI virtual inheritance (MSVC RTTI).
VFT	flags	class	bases	rtti_kind
0127017C	0028	CTCDiggingSpot	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123B9E4	0030	CTCDInternalMarker	CTCDriverBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012695F4	0028	CTCDiscovery	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126BE84	0028	CTCDivineWrath	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123B944	0030	CTCDNavigationSeed	CTCDriverBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123B504	0030	CTCDNone	CTCDriverBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01266DE4	0028	CTCDoor	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0125FEEC	0030	CTCDParticleEmitter	CTCDriverBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01241C0C	0030	CTCDPhysicalObstruction	CTCDriverBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126E284	0028	CTCDrainLife	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123BA74	0030	CTCDRegionEntrance	CTCDriverBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126AB54	0030	CTCDRegionExit	CTCDriverBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126A79C	0030	CTCDriverBase	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012408BC	0030	CTCDRumble	CTCDriverBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126DEB4	0028	CTCDrunkenness	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01266CDC	0009	CTCDummyVillager	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126FEB4	0028	CTCEffectOnDie	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126F044	0028	CTCElectrocutedEffect	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012701FC	0028	CTCElectrocuteOnTouch	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01265ABC	0028	CTCEmoteIcon	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126A47C	0028	CTCEnemy	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01242FDC	0028	CTCEntityEvents	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123EA5C	0028	CTCExclusiveUse	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01269674	0028	CTCExplodingObject	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012401F4	0028	CTCExpression	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0125DA0C	0028	CTCFadeOutAndIn	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126AADC	0028	CTCFamilyMember	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01270274	0028	CTCFineDialogue	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126E964	0028	CTCFireballSpell	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012709CC	0028	CTCFireheartMinigame	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123E464	0029	CTCFireRangedWeaponOnLeavingStateGroup	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126FD2C	0028	CTCFish	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126D5CC	0028	CTCFishing	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01270104	0028	CTCFishingRod	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126D51C	0028	CTCFishingSpot	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126B1A4	0028	CTCFlammable	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123E034	0028	CTCFlashOnHit	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123EF34	0028	CTCFlourishTarget	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0125F644	0028	CTCFollowed	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126C09C	0028	CTCForcePushed	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126C9BC	0028	CTCForcePushPower	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123EEBC	0028	CTCGamePlayer	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012421E4	0031	CTCGatherPointBase	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01242264	0031	CTCGatherPointBuilding	CTCGatherPointBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012422E4	0031	CTCGatherPointRadialArea	CTCGatherPointBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123EBC4	0028	CTCGeneratedCreature	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123D224	0028	CTCGeneratesExperienceOnKilling	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126E494	0028	CTCGhostSword	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123B83C	0028	CTCGift	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126ED04	0028	CTCGold	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123EE44	0028	CTCGossip	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126D80C	0028	CTCGuard	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01240AA4	0028	CTCHasName	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012423CC	0028	CTCHaste	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126E36C	0028	CTCHealLife	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0125EB54	0028	CTCHero	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01264EF4	0005	CTCHeroAttachableAppearanceModifiers		MI
0126AF94	0028	CTCHeroCentre	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126B044	0028	CTCHeroCentreDoorMarker	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0125F6C4	0028	CTCHeroExperience	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126B0F4	0028	CTCHeroGuide	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01265CF4	0030	CTCHeroMorph	CTCAppearanceMorphBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0124DB34	0028	CTCHeroOnlineScoreboard	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0125EA44	0028	CTCHeroOpinionDeedLog	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126A89C	0028	CTCHeroPodium	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126BAF4	0028	CTCHeroRangedAttacks	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126EBFC	0028	CTCHeroReceiveItems	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126980C	0028	CTCHeroRememberCrimes	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126FE3C	0028	CTCHeroSpecialMovement	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0124F70C	0028	CTCHeroStats	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126AF14	0028	CTCHighlightItem	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012434E4	0028	CTCHitLocations	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126E7A4	0028	CTCHitOnCollision	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012426C4	0028	CTCIdleScheduler	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01270044	0028	CTCInfoDisplay	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01236804	0028	CTCInGameMenu	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012402F4	0028	CTCInterestingToVillagers	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01250DD0	0004	CTCInventory		MI
01256AC0	0004	CTCInventoryAbilities		MI
01243558	0004	CTCInventoryClothing		MI
0124F108	0004	CTCInventoryExperience		MI
01240004	0028	CTCInventoryItem	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012668D8	0004	CTCInventoryMagic		MI
01257A84	0004	CTCInventoryMap		MI
012585A0	0004	CTCInventoryQuests		MI
01254AC4	0004	CTCInventoryStats		MI
0125301C	0004	CTCInventoryTrade		MI
01253FE0	0004	CTCInventoryWeapons		MI
01266E84	0028	CTCJackPillar	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01266EFC	0028	CTCJackShield	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01241B94	0028	CTCKraken	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012407BC	0028	CTCKrakenTentacle	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012706A4	0028	CTCLifeTimer	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0125A208	0005	CTCLight		MI
0124337C	0028	CTCLightningNode	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01240A2C	0028	CTCLightningOrb	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012697B8	0005	CTCLook		MI
01265A3C	0028	CTCMapwho	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126B884	0032	CTCMeleeTrap	CTCTrapBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123A54C	0028	CTCMeshAutomaticEntityCreator	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123C1C4	0028	CTCMoneyReceiver	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126ED7C	0028	CTCMultiArrow	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126EE0C	0028	CTCMultiStrike	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01241F24	0029	CTCNamedUserActionPoints	CTCUserActionPointBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01268A74	0028	CTCNoise	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01231E9C	0025	CTCNoiseDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01242AD4	0028	CTCNymph	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126A3A4	0028	CTCObjectAugmentations	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123E28C	0028	CTCObstacle	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123CBC4	0028	CTCOnHeroPush	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126A81C	0028	CTCOpinionSource	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012707B4	0028	CTCOracleMinigame	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126DA94	0028	CTCOverheadDisplay	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123EB4C	0028	CTCOwnedEntity	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0125C810	0001	CTCParamsBase	CBaseClassNonCopyable, CBaseClass	SI
0125C818	0001	CTCParamsPhysicsBase	CTCParamsBase, CBaseClassNonCopyable, CBaseClass	SI
0124176C	0028	CTCParticleAttacher	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01241AB4	0028	CTCParticleAttachmentTracker	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012688CC	0028	CTCPerceiveThing	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0124C4B4	0029	CTCPhotojournalCapture	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126C53C	0029	CTCPhysicalShieldSpell	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0125D2C4	0097	CTCPhysicsBase	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126616C	0099	CTCPhysicsControlled	CTCPhysicsStandard, CTCPhysicsBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01265DFC	0097	CTCPhysicsLight	CTCPhysicsBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01266314	0099	CTCPhysicsNavigator	CTCPhysicsStandard, CTCPhysicsBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126996C	0098	CTCPhysicsRigidBody	CTCPhysicsBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01265F84	0099	CTCPhysicsStandard	CTCPhysicsBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012409B4	0028	CTCPlot	CTCDiceGame, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01242444	0028	CTCPreCalculatedNavigationRoute	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126B90C	0032	CTCProjectileTrap	CTCTrapBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01264C44	0028	CTCQuestCard	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0125589C	0028	CTCQuestCompletionUI	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01258B74	0028	CTCQuickAccessMenu	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01266520	0005	CTCRandomAppearanceMorph		MI
0125A0EC	0028	CTCRegionDisplay	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0125D234	0028	CTCRegionFollower	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01240744	0028	CTCResurrectionItem	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126D41C	0028	CTCRockTrollShield	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123A024	0028	CTCRotate	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01265504	0006	CTCScriptedControl	:CActionBase: CBaseClassNonCopyable, CBaseClass	SI
012431F4	0028	CTCSearchableContainer	CTCContainerRewardHero, CTCContainer, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126A2A4	0029	CTCShapeManager	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126A94C	0028	CTCShop	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126C154	0028	CTCShopKeeper	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012664A4	0030	CTCSimpleAppearanceMorph	CTCAppearanceMorphBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123ED54	0028	CTCSinglePersonOccupiable	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01241EAC	0029	CTCSingleUserActionPoints	CTCUserActionPointBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126B6F4	0028	CTCSkeletalMorph	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123DD94	0028	CTCSleep	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0124017C	0029	CTCSmashableBarrier	CTCSmashableBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0127185C	0029	CTCSmashableBase	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01240BA4	0029	CTCSmashableWindow	CTCSmashableBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01265D74	0029	CTCSmokeGenerator	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126A62C	0028	CTCSolidToThing	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01271DFC	0029	CTCSoundAtmosphere	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0124111C	0029	CTCSoundAtmosphereVillage	CTCSoundAtmosphere, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0125B1C4	0028	CTCSoundPlayer	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126683C	0028	CTCSpecialAbilities	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01266FA4	0005	CTCSpotLight		MI
0123C65C	0028	CTCStealableItemLocation	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012689EC	0028	CTCStealth	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01240C1C	0028	CTCStockItem	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126C41C	0028	CTCSummonableCreature	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126C2B4	0028	CTCSummonSpell	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123C02C	0028	CTCSwitchableNavigation	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0125FFEC	0028	CTCTalk	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123F024	0028	CTCTargeted	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012411FC	0040	CTCTargetingAI	CTCTargetingBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01271E74	0040	CTCTargetingBase	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0124280C	0040	CTCTargetingPlayer	CTCTargetingBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012419A4	0040	CTCTargetingSpirit	CTCTargetingBase, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126DD24	0028	CTCTavern	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126DC4C	0028	CTCTavernBar	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012560BC	0051	CTCTavernGame	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01288294	0062	CTCTavernGameCardBase	CTCTavernGame, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126F8F4	0062	CTCTavernGameCardBlackjack	CTCTavernGameCardBase, CTCTavernGame, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126F6FC	0062	CTCTavernGameCardPairs	CTCTavernGameCardBase, CTCTavernGame, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126F5B4	0062	CTCTavernGameCardSorting	CTCTavernGameCardBase, CTCTavernGame, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126F224	0051	CTCTavernGameCoinBase	CTCTavernGame, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126F49C	0051	CTCTavernGameCoinGolf	CTCTavernGameCoinBase, CTCTavernGame, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123D664	0028	CTCTavernGameMaster	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126F2F4	0051	CTCTavernGameShoveHaPenny	CTCTavernGameCoinBase, CTCTavernGame, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126F814	0051	CTCTavernGameSpotTheAddition	CTCTavernGame, CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123CA14	0028	CTCTavernJug	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126DBB4	0028	CTCTavernTable	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123EDCC	0028	CTCTavernTankard	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126FDA4	0028	CTCTeleporter	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01264FAC	0028	CTCTextureDecal	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012412A4	0028	CTCThingOwner	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126A724	0028	CTCThingUIDDummyForSerialisation	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126AA64	0028	CTCTimeAppearanceFade	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126B7FC	0032	CTCTrapBase	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126DD9C	0028	CTCTrespassable	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126DE14	0029	CTCTrespasser	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0125FC54	0028	CTCTrophy	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126E6F4	0028	CTCTurncoat	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126E5C4	0028	CTCTurncoatSpell	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123A364	0028	CTCUndeadSoul	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126BFDC	0028	CTCUnholyPower	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0127216C	0029	CTCUserActionPointBase	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0125A9AC	0028	CTCVillage	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0124007C	0028	CTCVillageMember	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126B66C	0028	CTCVolumeContainmentTracker	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123E0C4	0025	CTCVolumeContainmentTrackerDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0126FB7C	0028	CTCWallMount	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126FC84	0028	CTCWallMountEffects	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126D95C	0028	CTCWaterWader	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012554FC	0028	CTCWeapon	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126A5B4	0028	CTCWeaponTrail	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123A984	0028	CTCWeatherVane	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0125ED5C	0028	CTCWife	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126C824	0028	CTCWillEnflame	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0126C724	0028	CTCWillLightning	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
01270534	0028	CTCWillResponse	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123DF34	0028	CTCWobble	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
012698B4	0028	CTCWound	CTCBase, CBaseClassNonCopyable, CBaseClass	SI
0123D834	0025	CTeleporterDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0129DFD8	0001	CTemporaryBuffer	CBaseClassNonCopyable, CBaseClass	SI
012A800C	0001	CTesselationData	CBaseClass	SI
0129DC5C	0001	CTextureManager	CBaseClassNonCopyable, CBaseClass	SI
0129D08C	0049	CTextureRenderer	CBaseVideoRenderer, CBaseRenderer, CBaseFilter, CUnknown, struct INonDelegatingUnknown, CMyBaseObject, struct IBaseFilter, struct IMediaFilter, struct IPersist, struct IUnknown, struct IAMovieSetup, struct IUnknown, struct IQualProp, struct IUnknown, struct IQualityControl, struct IUnknown	MI
01233074	0025	CTextureReplacementDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01239ABC	0046	CThing	CClass, CBaseObject, CBaseClass	SI
0127293C	0093	CThingAICreature	CThingCreatureBase, CThingGameObject, CThingPhysical, CThing, CClass, CBaseObject, CBaseClass	SI
0125B664	0025	CThingBaseDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0124509C	0071	CThingBuilding	CThingGameObject, CThingPhysical, CThing, CClass, CBaseObject, CBaseClass	SI
01233144	0025	CThingBuildingDef	CThingBaseDef, CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0125AC0C	0090	CThingCreatureBase	CThingGameObject, CThingPhysical, CThing, CClass, CBaseObject, CBaseClass	SI
0125B2DC	0025	CThingCreatureDef	CThingBaseDef, CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01272B04	0071	CThingDeadCreature	CThingGameObject, CThingPhysical, CThing, CClass, CBaseObject, CBaseClass	SI
0123CCA4	0025	CThingDrainLifeShotDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01244F7C	0071	CThingGameObject	CThingPhysical, CThing, CClass, CBaseObject, CBaseClass	SI
01234F8C	0025	CThingGroupDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012452DC	0071	CThingHolySite	CThingGameObject, CThingPhysical, CThing, CClass, CBaseObject, CBaseClass	SI
012331FC	0025	CThingHolySiteDef	CThingBaseDef, CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01245C44	0004	CThingManager	CClassFactory, CBaseClassNonCopyable, CBaseClass	SI
01245524	0071	CThingMarker	CThingGameObject, CThingPhysical, CThing, CClass, CBaseObject, CBaseClass	SI
01233264	0025	CThingMarkerDef	CThingBaseDef, CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01232BBC	0025	CThingMultiArrowShotDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01272EE4	0046	CThingNoise	CThing, CClass, CBaseObject, CBaseClass	SI
0123388C	0025	CThingNoiseDef	CThingBaseDef, CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01264DCC	0071	CThingObject	CThingGameObject, CThingPhysical, CThing, CClass, CBaseObject, CBaseClass	SI
01234E94	0025	CThingObjectDef	CThingBaseDef, CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01244E84	0060	CThingPhysical	CThing, CClass, CBaseObject, CBaseClass	SI
01245644	0071	CThingPhysicalSwitch	CThingGameObject, CThingPhysical, CThing, CClass, CBaseObject, CBaseClass	SI
0123339C	0025	CThingPhysicalSwitchDef	CThingBaseDef, CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012457FC	0093	CThingPlayerCreature	CThingCreatureBase, CThingGameObject, CThingPhysical, CThing, CClass, CBaseObject, CBaseClass	SI
01234E2C	0025	CThingShotDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01272C24	0046	CThingSoundEmitter	CThing, CClass, CBaseObject, CBaseClass	SI
012453FC	0072	CThingSwitch	CThingGameObject, CThingPhysical, CThing, CClass, CBaseObject, CBaseClass	SI
012332CC	0025	CThingSwitchDef	CThingBaseDef, CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01272CE4	0071	CThingTrackNode	CThingGameObject, CThingPhysical, CThing, CClass, CBaseObject, CBaseClass	SI
012451BC	0071	CThingVillage	CThingGameObject, CThingPhysical, CThing, CClass, CBaseObject, CBaseClass	SI
01233334	0025	CThingVillageDef	CThingBaseDef, CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
